asv	kingdom	phylum	class	order	family	genus	species
9d460e295e3c1c09269839a2938c136c	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	uncultured bacterium
b8711f0c638b2f46a6b576d9930210ee	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
5af83e74a7e6d2ee8b5e9c24bcbf500a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
cc500cf90eec9564a54f42928bf91fa2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured Oscillospira sp.
9d39557beaf08f7afd4e83d9dbde343f	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	uncultured Actinomycetaceae bacterium	uncultured Actinomycetaceae bacterium
031eeca4a3df45d99e8a1d385cd42983	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
606d2c6910df8e41a7ab69f6f68dc142	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	uncultured bacterium
7313d2ffe8b77ff6a83ef44df7e52894	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	NA
caeee174daf84f00ac00b39ca2fd1116	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
22b8e1bc57c128b9d983a9df14426a98	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
1de6d4d9f0884143cd57db08a6709997	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
60bad145b7342b1fa7199fb90cd8b6a0	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
99b64aec7cd62bab045a51ba4f28fe6e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	NA
d44906478d32a78c8da75928fa304d2d	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	uncultured rumen bacterium	uncultured rumen bacterium	uncultured rumen bacterium
eef15859fff8bb547826b1547b9b1556	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
3fd978697dc13ca3bec27bc258208a8a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
87eba77a57314a2d9e62358b0e16c9dd	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
8531d4a6dadef40da172300b4eaacc7e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured bacterium
dea47fc09b7841748c287c62f12c2760	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured rumen bacterium
6cab79a253f5c028196e06593be76209	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
ebb00fa760d7d1ad7c6f4f2c3336ad8a	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	uncultured	Ambiguous_taxa	Ambiguous_taxa
600bd862b9dfa935a71f640783b1cbb6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
bcae8f7d2c42acfe3559c665f68f6320	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
e56fc4b12cb2ab7692f9e7c9bd93ec52	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	NA
7f84738512349722a1f8fab01ef974df	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	NA
c2c97b57c0608e7791c080397d95bea7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
0348675092fd73a5b0b10bee6a84941f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
38a8854240988ad22a01e9047687aa35	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
554dc22ffb808209e973f1ffae2310b3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
95f737309a7f3a0f2dcdea7628c3d260	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
837f25cc6202e37973c30ad452a24b70	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerosphaera	NA
655d14ed96dd46f657c38b8b553baf71	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
0c079ac33c9e569790ab7241314b941c	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	uncultured bacterium
4ec189ed638989a4944b01ddff111968	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Ambiguous_taxa
14f53567680cd63decd4430db29ee384	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	uncultured	Ambiguous_taxa
a73d2fe2e4779d7d7f1b7650096c0bf0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	NA
e8ca566f80e74cbee4fe9717d109c2ba	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
bfb6f5c265c6ccc743da009381aa5242	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
f6f8afd6ec31733862f738ca7421a87b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
a54d0697a9d7cec2520276c18088ba2c	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
82c7f6277622137ec300c8a7be44bbc6	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
4b82862efb684c48af9a7fcc967a8c0c	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
3947a080e9863d8bbb4555db8114bee3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Ambiguous_taxa
0f30e1e852f898ce073c5cb5ad5fd2aa	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	NA
334617111bbbbdf9d62506cc009d22be	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
3de3f4543d95f5ec0a10fc34abcb5234	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium	uncultured bacterium
badfe149ed4ed1752fdf57b9aaa96bef	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
f8fa793e0b6c9eecacce6526c4d6a7ef	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	NA
161889ecb1a18174906f90b79243db81	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
55cf8dd643ccb023fefafaa2fc8a5b5e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
554358dcd4db6fa2492e5f3e2be894ec	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
8279cce5d041873cd497fc135b2e76f0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
24adcdd4d005d02bad049fd120527382	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
44881c6121c665ae30a3f89a6723b1e1	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
aaab7909a5ac84e33560b26b93f1baa9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Ambiguous_taxa
264fd257399da9e2e66ae32ce058db7f	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Neisseria	Neisseria sp. 10011
74448a4cacf34336f7770d65995a2414	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	uncultured rumen bacterium
022a85884873fec93fd0471cfa676406	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
70425d9b65978d88cb18ea859a74fb64	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	uncultured Ruminococcaceae bacterium
3a95e5efa0eb3b9bea2b142d694a55a8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
b20a09bb8cd1ca8e8a062cb3b866487d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
ffc26c7e5aa0f808a4b2134c09e07093	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	uncultured bacterium
537fb7ea78d1cf93c0c14f9270466f6a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
4a2ea6ff754b1dfc90c44b6fd83dc469	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Ipomoea batatas (sweet potato)	Ipomoea batatas (sweet potato)
3a160f50a9a2c48b770f64195e413bbe	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
32553d8cef6dc197b123554d55af7bb1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
cb7ea898e95d123f3a99340a08cc3f89	Bacteria	Actinobacteria	NA	NA	NA	NA	NA
90de6dc61920c7929fc029770c6b3351	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Gulosibacter	NA
ea5c06aa1c175bf9c2b7ddbcef619dc0	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA
d21a768b816fbcb2e729374206b4b3f7	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured bacterium
01ac754d908e26b8b25d2b890643766b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	NA
79b653a5af7437d97391cc1240447e4d	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ambiguous_taxa
4a99a536c046cc9dd2ca7ff0a982671a	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
154f8db3ecf803185221f55e9df84111	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
16a44474a37ce76d7b324f5f5e20d4d7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
cdbd237df63e26fa5b87dcdebe7f592b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured bacterium
45e02ed4d4a4bf00bd6e9a828588ebde	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	uncultured bacterium
ddcc7500ddda0d55ea473ea29adc23eb	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
82926bf42060f16a172f91851bbb7016	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
3627923bcbea8df66f86ae96bd00f02e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
44f96c3a2f71755152b4399f461094ca	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-010	Ambiguous_taxa
17d6e009cf302b1a649a81786b046791	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
d4db9565a01d1384174b08e9db36a606	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
98f2fce858f4780eb4ed762242c98b2e	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	uncultured bacterium
25bf80d474e04804cd4d0fedadfd5821	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
c5da0e5555d0d5536eac30c8211b274b	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	uncultured bacterium
c596ad1ce2bc2f16f5dde5f87647fc5a	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	Ambiguous_taxa
f3218416aec5cbea5a78d6279f550d75	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
0babc15f1717624e722abe753a9b7ac2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Angelakisella	Ambiguous_taxa
a396da3f145220fc975d74984209cfc3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	uncultured bacterium
29b1b3108302e250868c0dab239c0752	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	uncultured	uncultured rumen bacterium	uncultured rumen bacterium
ef511080fdf5f9d9cfdceee0cd51e619	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
3c446221e42dbac6a6176c2b27eec1e6	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	uncultured	uncultured bacterium
9ca1de1e8c22f77b1733b0595b5148b6	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
7bca2b603d71f08b4ca2b85a24408486	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
01e4b9693f520a567fb813d8e3aed8a6	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Catabacter	Christensenella timonensis
86ac2ecae562f5289447e4d28ec6ef8e	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
4d8870b08791aace72071e891fa66a11	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Intestinimonas	NA
7bbd42619a8874e3ad59ada1714da878	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	uncultured bacterium
471b76bcb81809c63868da5ce42f8bed	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
994773217b8926ce2c7dda8f02ffda7a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	uncultured	NA
8d383fcfb7b4855f0cf94e2b04b59deb	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	uncultured bacterium
bcb6a1a25bd56a93c8434f6da88957ee	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
65b71513a3b804c0a488ebbe6455bf18	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Harryflintia	uncultured bacterium
6e4fb593cf9e727b34037c7293577038	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group	gut metagenome	gut metagenome
5816dfe25200ac7c7ef541b96534df3d	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	Ambiguous_taxa
428f49bbc2a179403f165f01c8f6e824	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	NA
71ef88c5e3ab3aa8014b5e74178148ba	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	uncultured bacterium
96de0f5bdec7a436c657e40b70bdfd39	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	Corynebacterium amycolatum
a97ff48048ff8455f19feee3b18605e3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
e399a15427ead6c8a6557f052e0fcd32	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
ce9554984305ac699c73460a7858c214	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	NA
ab11c10439650e824a51537e03171530	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
555a644bf2e739eed0e29b1eb3421041	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	NA
2335343e6c3ebabc7903ad54ca3669b7	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
b43d5f416cbbce65684c832ba537be2b	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	NA
df3d6113f855e22f2a6d44e60f01baa7	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	NA
fe1b0c754236249ee290bdb9bcbbb7dd	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
389baeb4218934f987229c984a2bcf45	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
c5aca0699e5e0fbbdf8db126e45d131c	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	NA	NA
0bbf38eef36a4d5be76248d8746e77b7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
75e2bb2cdfc81ea4254c12ba42859c61	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 1	uncultured bacterium
2193f3bd8f5969ac12cfd58c8219efba	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured bacterium
ff77c25ca7b0ff161b7721375f884c14	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
7b3b3b9656bed3a291ab4ab9bf755a48	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
a11da5b89f2bbfc3078870ba4231929f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	uncultured Eubacteriaceae bacterium
a16e2684ce8ce56a6210e6cebefb7ddf	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
f50375ed508177823962d8d944cb595e	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
4619b122d3f31d38fb7c066fe19706ad	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	bacterium 'Lincoln Park 3'
b6e52c74e408bcf8d49afe994fdcf359	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	NA
9fd4664b9e4bafaae57b98e2fc75f7ac	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
3ad75dfaa69e6df15d28b7355b9eccc6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	NA
e4e709bd3eda9010448a675d3e05950d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured bacterium
6b8ebdcd4dd24372ec14244f0620f6fd	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	NA	NA	NA
2406c864efec8cfbbef381c92d88d718	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
9970348d9735ef82d7ab94488fc960ff	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
41ad27ebe6e49a57093403822fa28929	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Hydrogenoanaerobacterium	uncultured rumen bacterium
5a5ab4ecd4506b540564f1df34f5e5ab	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured bacterium
60b6b2cbb8ae515373171aa9582618c0	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema 2	uncultured bacterium
26e7facb9ae40efce666a4e9763e2c0c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerosporobacter	uncultured rumen bacterium
c5760996dc1553b901ea1f022c165924	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
895e13440f64c8dad43cf898a9949bb1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	uncultured bacterium
4d6096f52dda9c75fef098f630e6870f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
693f9bcac1fbbc9a718efa97c07b7d2f	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	Ambiguous_taxa
ba1f95394329af311c12ab7a3948cdef	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	NA	NA	NA
7ff9de99deb00fccbb8aebff1c19c3d5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
9883db021c06729ff9a065fe18a4b17b	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
3ce2db84b105f1bc3e8d6a19a34ec59e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae FCS020 group	uncultured bacterium
0c1dad5c586a938ece01d152ca127563	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	NA
04ade9d9784142e3360e891d37a653b3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-010	uncultured bacterium
2a3c010f02f0a368a6e0cef420e97ef9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	uncultured bacterium
f7edfd00f7da5bd2ada089c8937e2f1f	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	NA
b373fd1c0f5bd1f3940b86c476f69e09	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	uncultured	uncultured bacterium
eaae5843dcb04b058a67e4b5cdf88d1b	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
4574bf8d957e68789b121805fd6a3ef8	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA
d3b8c6985a23ec1f371f498a9cf0b047	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
38a3918075a810f865ea7e0170547e51	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
96bea16e8b80da966f5486292784c039	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39	Ambiguous_taxa	Ambiguous_taxa	Ambiguous_taxa
51b922a17b638b6d51dc38736019d355	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-002	uncultured bacterium
0b1e7b565bb38c87ff33e46f040877a7	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	uncultured bacterium
29f4400b85ee46c6dd83142d1dd90569	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	Ambiguous_taxa
9e8039892a5b801082e4309090142c56	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae R-7 group	NA
291ce8ea6b2b64da0ed23030f043f750	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
306a6e4b0bdd90c3935219674a976d16	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	uncultured rumen bacterium
ebca688dd1cfbc586d4b6cea7e23b44b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
ea913acc55b8b090aa72bb73c423b617	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
869f51fc60b64056c854004990be89ec	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
c46aa29f3bc5cdb166c9897d0e921504	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
534872be3a3cb58faf574697f0233e28	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA
8cbf1c6fbee6c2139136fec1083e1f1c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	NA
6d42c84dd0cb3b9707d9862655763138	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	uncultured Eubacteriaceae bacterium
f6379af5332a6da29fee1838cbe799ba	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
6f60b22756c29580271369d3c238e79b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
da9c9123a001346f8b4e2341325fdd86	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	NA
05d8389249431567ef843c6163c0831b	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	uncultured bacterium	uncultured bacterium
de06d877fe8149feec58b98b682cb0d9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	NA
413f5786d60470e3d1e471fc2d6b3b4b	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
03ef91ab549315c53ecc1da348cd3925	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	NA
81e97ac50ab63453b94c590edc2bf2fe	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	uncultured bacterium
39afe8f0c8060866a11bf5a025c5920a	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	NA
3ec21979d8118f3e3f0d4abe7197b8cf	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
ec97ca84c92a776d5a258e9ce20c08a6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	uncultured bacterium
1517167b31ac058808b876fc4b3ad85d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	uncultured bacterium
9d668245a95d62afc1fdeba75584c57c	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	uncultured	NA
85f0f9438d91f83bcc9a719c84df45e7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	uncultured	uncultured bacterium
88db64189631851a2646302d208b6cc6	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA	NA
b91332e18dfc35c8006c31269a718a9a	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium	NA
1e3664bb4c19418cf59f75483ca26f23	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured bacterium
